reg_id,sire_id,weight,gen_num,reg_name,country,breed,naab_code,status,controller_name,controller_number,dob,yob,aaa_codes,genetic_codes,beta_casein,kappa_casein,beta_lactaglobulin,haplotypes,num_dtrs,num_herds,reliability,pta_milk,pta_fat_lb,pta_protein_lb,pta_scs,pta_pl,pta_dpr,pta_hcr,pta_ccr,pta_scr,pta_liv,pta_type,pta_gest_length,pta_heifer_liv,pta_efcalving,pta_mastitis,pta_metritis,pta_disp_abomasum,pta_ketosis,pta_r_placenta,pta_rear_legs_rear,pta_foot_leg_score,pta_teat_rear_place,pta_rump_angle,pta_thurl_width,pta_rear_legs_side,pta_foot_angle,pta_fore_udder,pta_rear_udder_height,pta_rear_udder_width,pta_udder_cleft,pta_udder_depth,pta_teat_front_place,pta_teat_length,pta_milk_fever,pta_stature,pta_strength,pta_mobility,pta_milk_speed,pta_dairy_form,pta_body_depth,sire_ce,daughter_ce,sire_sb,daughter_sb,udder_composite,NM,PTI,CM,FM,GM,GTPI,sire_name,mgs_name,status_alt,treat,inbreeding,company_name,parent_company,address,city,state,zip,phone_fax,notes,assigned_date,end_date,NM_unadj,quarter,qob
HOUSA000071851528,HOUSA000060372887,0.125,3,FROSTY-ROCK SETTLE-ET,USA,HO,200HO10059,I,Semex Alliance,200,2012-12-17,2012,NA,TR TV TL TY TD,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",156,70,0.9,978,4,10,2.92,-1,-1.7,-0.4,-2.2,NA,-3.9,1.64,0.3,1,2.6,0.4,-0.6,-0.8,-0.7,-0.2,0.89,1.14,0.99,-0.67,1.7,1.48,0.88,0.82,0.63,0.81,1.66,1.64,1.19,0.19,0.1,3.06,1.63,NA,NA,1.79,2,2.7,2.7,5.9,6.4,0.42,-108,NA,-118,-21,-154,2014,SULLY HART MERIDIAN-ET,PICSTON SHOTTLE-ET,Inactive,1,9.47,Semex Alliance,Semex Alliance,5653 Highway 6 North,Guelph,ON,N1G 3Z2 CANADA,"519.821.5060, Fax:519.821.9606","Partners include BCAI, CIAQ, EBI and Gencor",1997-05-28,NA,NA,4,2012-4
HOUSA000063563752,HOUSA000131688542,0.5,1,SANDY-VALLEY BAYSTREET-ET,USA,HO,202HO00637,I,Hawkeye Breeders Service,54,2008-01-30,2008,213654,TV TL,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5C, HH6T, HCD-T",386,127,0.91,351,1,-12,3.2,-3.9,-2.6,-2.9,-3.4,NA,-3.9,0.35,-0.8,0.1,-2.5,-1.6,0.1,-0.9,-0.9,0.6,0.19,-0.09,-0.47,1.21,-0.69,0.3,0.52,1.09,0.19,-0.06,0.28,0.91,-0.11,0.73,0,0.95,1.13,NA,NA,0.4,1.24,2.5,3.1,6.7,9.5,0.18,-381,NA,-398,-269,-401,1659,SILDAHL AIRRAID,PICSTON SHOTTLE-ET,Inactive,1,6.25,Hawkeye Breeders Service,Hawkeye Breeders,32642 Old Portland Road,Adel,IA,50003,"515.993.4711, Fax:515.993.4176",NA,1974-01-30,NA,339,1,2008-1
HONLD000522336869,HOUSA000060597003,0.5,1,PIONEER-ET,NLD,HO,202HO00767,I,Synetics,2330,2009-09-17,2009,342516,TV TL,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",7581,2045,0.97,423,-18,5,3.01,2,1.1,0.2,1.3,NA,0.9,-0.24,-3.2,0.4,1.4,1.1,0.9,0.2,0.6,0.2,0.49,0.33,-0.75,-1.05,-0.64,-0.27,0.06,-0.05,-0.31,-0.49,-0.54,0.61,-0.34,-0.87,0,-0.89,-0.93,NA,NA,-0.8,-1.35,1.7,2,5.3,5.7,-0.02,56,NA,51,92,47,2004,ENSENADA TABOO PLANET-ET,PICSTON SHOTTLE-ET,Inactive,1,6.69,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,1101,3,2009-3
HOUSA000070119341,HOUSA000060597003,0.25,2,LARCREST CRAVING-ET,USA,HO,203HO01269,I,ST/TWG,151,2011-03-10,2011,NA,TV TL TY TD,A2A2,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",135,20,0.95,-498,-5,-21,2.72,-0.1,-0.1,1.2,0.9,NA,0.1,0.49,-2.1,0.1,-0.6,3,-0.4,-0.3,-0.3,0.1,-1.11,-0.58,1.15,1.19,0.95,0.54,-0.33,1.37,0.99,0.63,1.32,1.85,0.84,-0.75,0.1,0.98,0.05,NA,NA,-0.02,-0.01,2.5,3.1,5.8,6.7,1.03,-142,NA,-139,-123,-151,1903,DE-SU OBSERVER-ET,PICSTON SHOTTLE-ET,Inactive,1,6.32,"Inguran, LLC, dba STgenetics-FDL",STgenetics,W7652 Hwy 151 South,Fond du Lac,WI,54937,"920.921.6029, Fax:920.286.6057","Formerly TransWorld Genetics;Complete Sire Services, Inc.",1988-05-02,NA,914,1,2011-1
HOUSA000056265332,HOUSA000060597003,0.5,1,LARCREST CAMBRIDGE-ETS,USA,HO,203HO01270,I,ST/TWG,151,2010-04-18,2010,NA,TV TL TY,A2A2,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",60,15,0.93,286,14,3,2.94,-0.8,-4,-1.9,-3.7,NA,-0.5,-0.02,-1.1,0.4,-1.9,-0.5,-0.1,0.3,0,0.3,-1.46,-1.04,1.32,-0.02,0.32,1.05,-1.22,-0.15,0.4,0.9,1.25,-0.46,0.98,-1.09,0.2,-0.42,0.16,NA,NA,0.42,0.2,2.6,3.1,6.8,7,0.41,-10,NA,-12,14,-99,1870,ENSENADA TABOO PLANET-ET,PICSTON SHOTTLE-ET,Inactive,1,7.38,"Inguran, LLC, dba STgenetics-FDL",STgenetics,W7652 Hwy 151 South,Fond du Lac,WI,54937,"920.921.6029, Fax:920.286.6057","Formerly TransWorld Genetics;Complete Sire Services, Inc.",1988-05-02,NA,885,2,2010-2
HOUSA000062744687,HOUSA000060540164,0.5,1,REGANCREST MAC BENAT-ET,USA,HO,204HO02111,I,Triple Crown Sires,204,2008-01-18,2008,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5C, HH6T, HCD-T",57,32,0.92,-219,-36,-18,3.01,-3.5,-1.1,-2.6,-2.2,NA,-3.4,0.52,-1.4,0.2,-4.8,-1.2,0,-1,-1,0.2,-0.62,-0.1,-0.36,-0.56,-0.05,0.56,0.16,0.8,0.02,-0.31,-0.14,0.72,-0.02,1.12,0.2,1,0.41,NA,NA,0.49,0.72,2.1,2.7,6.7,8.2,-0.09,-492,NA,-498,-438,-485,1540,REGANCREST-HHF MAC-ET,PICSTON SHOTTLE-ET,Inactive,1,8.31,Triple Crown Sires,Other,1815 Summit Drive NE,Rochester,MN,55901,"507.282.7451, Fax:507.280.4400",Formerly Excalibur Sires,1998-04-24,2013-04-19,NA,1,2008-1
HOUSA000053478843,HOUSA000060540164,0.5,1,RALMA MAC BRANDO-ET,USA,HO,204HO02119,I,Triple Crown Sires,204,2008-03-19,2008,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",31,16,0.9,-1075,-26,-39,3.16,-1.3,2.1,0.3,1.1,NA,0.4,-0.25,-1.4,0.3,0.6,-2.3,0.3,-0.5,-0.4,0.5,-0.77,-0.22,0.76,-1.04,-0.06,1.29,-0.57,-0.23,-0.68,-1.27,0.45,-0.02,0.42,-0.32,0.1,-0.49,-0.93,NA,NA,0.13,-0.59,2.4,3.2,6.1,7.8,-0.31,-295,NA,-302,-258,-225,1625,REGANCREST-HHF MAC-ET,PICSTON SHOTTLE-ET,Inactive,1,7.29,Triple Crown Sires,Other,1815 Summit Drive NE,Rochester,MN,55901,"507.282.7451, Fax:507.280.4400",Formerly Excalibur Sires,1998-04-24,2013-04-19,NA,1,2008-1
HOITA019990815781,HOUSA000061547476,0.5,1,GO-FARM ROYAL EUDON-ET,ITA,HO,206HO00177,I,Select Sires - AG,14,2010-09-15,2010,NA,TL TV TY,-,-,-,"HH1T, HH2C, HH3T, HH4T, HH5T, HH6T, HCD-T",14786,3495,0.94,-426,10,-15,3.09,-2.2,-1.8,-4.3,-4.3,NA,0.8,0.57,-0.6,1,-2.2,-0.1,1.6,-0.1,0.4,0.5,-0.57,-0.57,1.75,0.85,1.48,-0.49,0.47,1.46,0.23,0.14,0.84,1.22,1.82,-0.17,0.1,1.8,1.73,NA,NA,-0.29,1.4,2.4,3,6.4,9.3,0.43,-266,NA,-269,-252,-323,1779,ENGLAND-AMMON MILLION-ET,PICSTON SHOTTLE-ET,Inactive,1,8.74,Select Sires/AG,Select Sires,E6975 Unseth Road,Westby,WI,54667,"608.356.8357, Fax:608.356.4387","Formerly Tri-State Breeders Cooperative, Currently owned by Select Sires",NA,NA,778,3,2010-3
HOCAN000009582529,HOCAN000010705608,0.5,1,BREEZE HILL CIRCUIT-ET,CAN,HO,250HO00924,I,Genervations,250,2007-12-06,2007,NA,TV TL,A1A1,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",1774,645,0.95,-1314,15,-13,2.7,-1.7,-1.5,-1,-4.4,NA,-3.1,0.97,-0.6,0.8,-3.6,0.7,-0.6,-1.1,-0.4,0,1.04,1.04,-0.01,0.41,0.47,0.2,0.33,0.92,0.99,0.9,0.72,0.56,-0.13,0.53,-0.3,0.99,0.86,NA,NA,1.43,1.26,2,2.5,6.1,6.9,0.56,-75,NA,-54,-208,-90,1948,BRAEDALE GOLDWYN,PICSTON SHOTTLE-ET,Inactive,1,9.05,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly known as Sire Lodge, Inc.; Genervations - assigned 09/17/2003 - end date 12/31/2016",NA,NA,853,4,2007-4
HOUSA000139232802,HOUSA000132973942,0.5,1,TRAMILDA-N ESCALADE-ET,USA,HO,250HO00933,I,Genervations,250,2008-02-16,2008,NA,TY,A1A2,AE,AB,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",4078,1377,0.99,-563,-10,-30,2.84,2.1,0.5,2.5,1.8,NA,3.2,0.36,1.4,0.6,-7.3,2.1,-0.6,0.4,-0.2,-0.4,1.39,0.88,-0.96,2.17,0.93,-2.07,1.43,0.31,1.49,0.4,0.1,1.07,-0.93,-0.07,0,1.1,1.49,NA,NA,-0.97,1.08,2.3,2.8,5.6,6.5,0.44,-141,NA,-145,-85,-190,1879,EMERALD-ACR-SA T-BAXTER,PICSTON SHOTTLE-ET,Inactive,1,11.03,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly known as Sire Lodge, Inc.; Genervations - assigned 09/17/2003 - end date 12/31/2016",NA,NA,889,1,2008-1
HOCAN000010963296,HOUSA000061547476,0.5,1,GENERVATIONS EXETER-ET,CAN,HO,250HO00996,I,Dave Eastman,2200,2010-04-06,2010,NA,TV TL,-,-,-,"HH1T, HH2C, HH3T, HH4T, HH5T, HH6T, HCD-T",48,18,0.92,56,-30,-9,3.24,-2.5,-1.7,-2,-2.5,NA,1.3,-0.2,-1.2,0.3,-3.4,-0.6,0.3,-0.2,-0.1,0.1,0.23,0.13,-0.34,2.14,-0.44,-1.25,0.34,0.35,0.03,-0.6,-0.25,0.87,-0.48,-0.62,0.1,0.45,0.51,NA,NA,-1.42,0.08,2,3.2,7,10.1,-0.07,-434,NA,-445,-377,-480,1594,ENGLAND-AMMON MILLION-ET,PICSTON SHOTTLE-ET,Inactive,1,8.72,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,529,2,2010-2
HOCAN000011104013,HOUSA000135746776,0.5,1,GENERVATIONS BALDWIN,CAN,HO,250HO01001,I,Dave Eastman,2200,2010-04-30,2010,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5C, HH6T, HCD-T",0,0,0.82,-216,-13,NA,2.98,-1.6,-1.2,-2.1,-2,NA,-0.6,-0.58,-0.1,-0.6,-4.6,-1,0.6,0.3,1.3,-0.2,-1.44,-1.11,0,1.5,-0.62,0.02,-1.05,-1.01,-0.2,-0.46,0.32,-0.29,0.01,0.15,0.1,-0.06,-0.38,NA,NA,-0.17,-0.39,1.8,2.6,6.1,6.9,-0.37,-206,NA,-202,-237,-226,1725,LONG-LANGS OMAN OMAN-ET,PICSTON SHOTTLE-ET,Inactive,1,5.74,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2010-2
HOCAN000011104013,HOUSA000122358313,0.25,2,GENERVATIONS BALDWIN,CAN,HO,250HO01001,I,Dave Eastman,2200,2010-04-30,2010,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5C, HH6T, HCD-T",0,0,0.82,-216,-13,NA,2.98,-1.6,-1.2,-2.1,-2,NA,-0.6,-0.58,-0.1,-0.6,-4.6,-1,0.6,0.3,1.3,-0.2,-1.44,-1.11,0,1.5,-0.62,0.02,-1.05,-1.01,-0.2,-0.46,0.32,-0.29,0.01,0.15,0.1,-0.06,-0.38,NA,NA,-0.17,-0.39,1.8,2.6,6.1,6.9,-0.37,-206,NA,-202,-237,-226,1725,LONG-LANGS OMAN OMAN-ET,PICSTON SHOTTLE-ET,Inactive,1,5.74,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2010-2
HOUSA000073676802,HOUSA000135746776,0.125,3,FOURDIAMONDB ROYAL REX-ET,USA,HO,504HO04060,I,Global Genetic Resources LLC,504,2014-03-16,2014,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",75,31,0.92,-334,-2,-7,2.56,5,4.8,4,5.8,NA,3,-0.32,-1,1.5,2.5,2.9,0.7,0.4,1,0.7,0.43,0.33,-0.07,-0.38,-0.36,-1.32,0.87,0.54,-1.17,-1.46,-0.1,1.26,0.26,0.02,0.1,0.34,0.65,NA,NA,-2.13,-0.32,2.1,2.1,5.7,5.2,-0.32,215,NA,226,187,240,2219,COYNE-FARMS JABIR-ET,PICSTON SHOTTLE-ET,Inactive,1,7.77,"Global Genetic Resources, LLC",Other,517 Main Street,Downing,WI,54734,"715.265.4285, Fax:715.265.4281",NA,2007-01-19,2021-06-18,NA,1,2014-1
HOUSA000073676802,HOUSA000122358313,0.0625,4,FOURDIAMONDB ROYAL REX-ET,USA,HO,504HO04060,I,Global Genetic Resources LLC,504,2014-03-16,2014,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",75,31,0.92,-334,-2,-7,2.56,5,4.8,4,5.8,NA,3,-0.32,-1,1.5,2.5,2.9,0.7,0.4,1,0.7,0.43,0.33,-0.07,-0.38,-0.36,-1.32,0.87,0.54,-1.17,-1.46,-0.1,1.26,0.26,0.02,0.1,0.34,0.65,NA,NA,-2.13,-0.32,2.1,2.1,5.7,5.2,-0.32,215,NA,226,187,240,2219,COYNE-FARMS JABIR-ET,PICSTON SHOTTLE-ET,Inactive,1,7.77,"Global Genetic Resources, LLC",Other,517 Main Street,Downing,WI,54734,"715.265.4285, Fax:715.265.4281",NA,2007-01-19,2021-06-18,NA,1,2014-1
HOUSA000140653478,HOCAN000010705608,0.25,2,CALORI-D DESTRY JACOB,USA,HO,506HO00238,I,Sierra Desert Breeders,506,2010-03-18,2010,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5C, HH6T, HCD-T",183,28,0.94,-909,-33,-15,2.94,-0.3,0.1,NA,-0.4,NA,-2.4,1.27,2.1,0.5,-1.1,-0.8,0.3,-0.8,0.2,0.6,-0.5,0.24,0.33,-0.23,0.69,0.8,0.16,1.42,1.64,0.84,0.92,1.54,-0.06,1.39,-0.1,1.29,0.52,NA,NA,0.19,0.52,2.4,2.7,7,7.6,0.95,-253,NA,-245,-312,-256,1791,SCIENTIFIC DESTRY-ET,PICSTON SHOTTLE-ET,Inactive,1,7.84,"Global Ag Alliance, Inc.","Global Ag Alliance, Inc.",P.O. Box 6695,Visalia,CA,93290,559.730.6629,Formerly Sierra Desert Breeders,2007-08-08,NA,700,1,2010-1
HOUSA000069226639,HOUSA000062065919,0.5,1,WESSELCREST SUPER 68-ET,USA,HO,506HO00244,I,Sierra Desert Breeders,506,2010-06-04,2010,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",76,24,0.93,282,-34,-1,2.79,-0.9,0.2,-1.5,-0.2,NA,-3.2,0.49,1.9,-0.1,-0.4,1,-1.5,-0.5,-1.2,-0.1,0.3,0.46,0.51,-1.19,0.34,-0.12,1.21,0.66,-0.24,-0.49,0.13,0.39,0.69,0.37,0,0.59,1.23,NA,NA,-0.46,0.81,3,3.8,7.1,7.1,-0.04,-298,NA,-299,-260,-303,1787,CHARLESDALE SUPERSTITION-ET,PICSTON SHOTTLE-ET,Inactive,1,6.47,"Global Ag Alliance, Inc.","Global Ag Alliance, Inc.",P.O. Box 6695,Visalia,CA,93290,559.730.6629,Formerly Sierra Desert Breeders,2007-08-08,NA,644,2,2010-2
HOUSA000069226639,HOUSA000123586443,0.25,2,WESSELCREST SUPER 68-ET,USA,HO,506HO00244,I,Sierra Desert Breeders,506,2010-06-04,2010,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",76,24,0.93,282,-34,-1,2.79,-0.9,0.2,-1.5,-0.2,NA,-3.2,0.49,1.9,-0.1,-0.4,1,-1.5,-0.5,-1.2,-0.1,0.3,0.46,0.51,-1.19,0.34,-0.12,1.21,0.66,-0.24,-0.49,0.13,0.39,0.69,0.37,0,0.59,1.23,NA,NA,-0.46,0.81,3,3.8,7.1,7.1,-0.04,-298,NA,-299,-260,-303,1787,CHARLESDALE SUPERSTITION-ET,PICSTON SHOTTLE-ET,Inactive,1,6.47,"Global Ag Alliance, Inc.","Global Ag Alliance, Inc.",P.O. Box 6695,Visalia,CA,93290,559.730.6629,Formerly Sierra Desert Breeders,2007-08-08,NA,644,2,2010-2
HOUSA000064410897,HOCAN000010705608,0.5,1,JENNY-LOU GOLDWYN TJ,USA,HO,506HO00246,I,Sierra Desert Breeders,506,2011-03-13,2011,NA,TV TL TY TD,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",87,22,0.93,247,-3,-5,2.91,-2.2,-2.5,-0.4,-2.7,NA,-4.6,1.43,0.8,0.6,1.4,-0.2,-0.7,-1,-1.1,0,0.75,0.9,0.34,1.2,0.91,0.61,0.62,0.5,1.1,1.58,1.27,0.36,-0.18,1.95,-0.1,2.82,1.63,NA,NA,2.21,2.15,2.1,2.1,6.4,6.9,0.16,-234,NA,-239,-179,-274,1838,BRAEDALE GOLDWYN,PICSTON SHOTTLE-ET,Inactive,1,6.92,"Global Ag Alliance, Inc.","Global Ag Alliance, Inc.",P.O. Box 6695,Visalia,CA,93290,559.730.6629,Formerly Sierra Desert Breeders,2007-08-08,NA,563,1,2011-1
HOUSA000062744578,HOUSA000060540164,0.5,1,FLY-HIGHER MR MAVERICK-ET,USA,HO,508HO01022,I,El Toro Genetics,508,2007-09-24,2007,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",34,17,0.84,-278,-10,-22,2.89,1.2,2.8,1.9,2.6,NA,-0.1,NA,-1.1,0,1.4,-0.7,0.9,-0.3,-0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,2.1,2.2,6.4,6.5,0,-12,NA,-17,48,51,NA,REGANCREST-HHF MAC-ET,PICSTON SHOTTLE-ET,Inactive,1,8.1,El Toro Genetics-Bill Hillier,Other,41925 Yorba Avenue,Temecula,CA,92592,"951.333.1260, Fax:951.699.8701",NA,2007-04-10,2013-02-11,591,3,2007-3
HOUSA000139119123,HOUSA000060540164,0.5,1,EVER-GREEN-VIEW MR ELROY-ET,USA,HO,508HO01031,I,El Toro Genetics,508,2008-05-01,2008,NA,TR TV TL TD,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5C, HH6T, HCD-T",30,12,0.9,-160,-31,-13,2.87,-0.6,2.1,1.1,2.3,NA,-1.3,-0.72,1,-0.4,-0.9,-1.1,-0.1,-0.8,-0.1,0.3,-0.74,-0.51,0.45,0.73,-0.37,0.21,-0.17,-1.18,-1.04,-1.02,0.1,-0.68,0.09,1.5,0.2,0.06,-0.89,NA,NA,0.17,-0.66,2.5,2.5,6.5,7.5,-0.95,-180,NA,-182,-146,-109,1717,REGANCREST-HHF MAC-ET,PICSTON SHOTTLE-ET,Inactive,1,6.6,El Toro Genetics-Bill Hillier,Other,41925 Yorba Avenue,Temecula,CA,92592,"951.333.1260, Fax:951.699.8701",NA,2007-04-10,2013-02-11,581,2,2008-2
HOUSA000141007962,HOUSA000060597003,0.25,2,MR CHASSITY CARSON-ET,USA,HO,534HO00001,I,Jetstream Genetics,534,2010-12-12,2010,342,TR TP TV TL TY TD,A1A2,AB,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",301,141,0.95,1224,-20,5,3.1,NA,-1.5,0.2,-1.2,NA,-0.6,0.81,-3.5,0.7,-1.2,0.5,0,-0.4,-0.2,0.3,0.36,0.04,1.81,0.31,1.25,1.19,-0.98,0.69,1.92,2.34,1.25,0.14,1.77,-1.69,0,0.08,-0.56,NA,NA,1.88,0.21,1.3,2.4,6.2,8.3,1.3,-35,NA,-55,116,-62,1929,DE-SU OBSERVER-ET,PICSTON SHOTTLE-ET,Inactive,1,6.34,Jetstream Genetics,Jetstream Genetics,P.O. Box 437/N8452 Airport Road,Watertown,WI,53094,"920.206.4532, Fax:920.262.8022",NA,2012-02-17,NA,939,4,2010-4
HOUSA000070476906,HOUSA000133080890,0.25,2,MR CHASSITY COLT 45-ET,USA,HO,534HO00008,I,Jetstream Genetics,534,2011-11-08,2011,531,RC PO TV TL TY,A1A1,AA,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T, HHP-C, HHR-C",1160,534,0.98,-65,-42,-22,3.07,-0.4,-2.8,-2.1,-4,NA,-0.9,0.4,-1.2,0.6,-1.9,-1.5,-1.4,-0.1,0,-0.4,-0.39,0.01,-0.34,1.38,0.12,-1.74,0.07,1.83,2.29,0.62,0.14,1.55,-0.11,0.84,-0.4,0.36,0.02,NA,NA,-1.56,-0.53,2.9,2.3,5.9,5.5,1.3,-381,NA,-393,-285,-483,1595,SANDY-VALLEY COLT P-RED-TW,PICSTON SHOTTLE-ET,Inactive,1,7.32,Jetstream Genetics,Jetstream Genetics,P.O. Box 437/N8452 Airport Road,Watertown,WI,53094,"920.206.4532, Fax:920.262.8022",NA,2012-02-17,NA,807,4,2011-4
HOUSA000061143535,HOUSA000060540164,0.5,1,KLASSIC BIG TIME-ET,USA,HO,007HO10052,I,Select Sires,7,2007-12-11,2007,NA,TV TL TD,A1A2,AB,AA,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",18682,4674,0.99,-1694,-47,-33,2.72,-1.2,3,0.7,2.8,NA,0.1,0.84,-1.7,-0.7,-2.9,1.3,0,-0.3,1,-0.2,0.91,1.11,-0.45,-1.1,0.13,0.62,2.02,1.62,-0.27,-1.29,-0.15,2.49,-0.03,1.16,0.2,1.81,0.57,NA,NA,-1.2,-0.01,1.7,1.8,4.6,4.7,-0.01,-390,NA,-374,-482,-321,1747,REGANCREST-HHF MAC-ET,PICSTON SHOTTLE-ET,Inactive,1,8.31,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly assigned to Armour & Company, BCI",1973-12-12,NA,877,4,2007-4
HOUSA000065860693,HOCAN000010705608,0.5,1,ERNLO GOLD LYNN DICKEY,USA,HO,007HO10309,I,Select Sires,7,2008-05-02,2008,NA,TR TV TL TY TD,A1A1,BE,AA,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",2617,1063,0.99,-922,-2,-9,3.02,-5.6,-3.6,-0.2,-5.1,NA,-8,1.29,0,0.1,-1.2,-1.4,-0.7,-1.8,-1.1,-0.4,-0.15,-0.15,-1.34,0.75,1.21,-1.09,0.36,1.2,0.75,0.75,0.4,1.75,-1.07,1.41,-0.1,3.42,2.38,NA,NA,1.01,2.26,2.5,2.5,7.5,6.6,0.02,-497,NA,-487,-584,-522,1620,BRAEDALE GOLDWYN,PICSTON SHOTTLE-ET,Inactive,1,7.44,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly assigned to Armour & Company, BCI",1973-12-12,NA,691,2,2008-2
HOUSA000064700377,HOUSA000123586443,0.5,1,DE-SU WATSON,USA,HO,007HO10356,I,Select Sires,7,2008-03-19,2008,NA,TR TV TL TY TD,A1A2,AB,AB,"HH1T, HH2T, HH3C, HH4T, HH5C, HH6T, HCD-T",15195,2400,0.99,-484,23,5,2.73,1.5,-1.1,-2.4,-2.2,NA,2.5,0.09,-2.9,0,-0.3,1.7,-0.6,0.3,1.4,-0.3,0.11,0.08,-1.49,-0.81,-0.1,1.44,0.34,1.29,-0.97,-0.97,-1.04,0.56,-0.79,1.58,0.2,-0.39,-0.08,NA,NA,-0.1,-0.16,1.8,2.3,6.3,5.5,-0.34,149,NA,165,49,75,2096,END-ROAD PVF BOLIVER-ET,PICSTON SHOTTLE-ET,Inactive,1,5.46,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly assigned to Armour & Company, BCI",1973-12-12,NA,1037,1,2008-1
HOUSA000064700388,HOUSA000131823833,0.5,1,DE-SU BILLINGS-ET,USA,HO,007HO10357,I,Select Sires,7,2008-04-21,2008,NA,TR TV TL TY TD,A1A2,AE,AA,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",5162,1065,0.99,862,4,7,3.14,-4.3,-2.9,0.4,-4.2,NA,-3.3,0.06,-1.9,0.2,4.4,-2.1,-4.2,-0.6,-1.7,-0.9,0.24,0.1,-0.49,0.7,-0.39,-0.53,1.31,0.77,0.51,0.56,-1.03,-0.72,-0.12,0.24,-0.4,-0.43,0.56,NA,NA,0.36,0.69,2.8,3.8,7,8,0.19,-235,NA,-249,-143,-247,1800,SANDY-VALLEY BOLTON-ET,PICSTON SHOTTLE-ET,Inactive,1,6.35,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly assigned to Armour & Company, BCI",1973-12-12,NA,720,2,2008-2
HOUSA000062874505,HOUSA000060597003,0.5,1,TOUCHDOWN PLANET BACON-ET,USA,HO,007HO10502,I,Select Sires,7,2008-12-01,2008,NA,TR TV TL TY TD,A2A2,AB,AA,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",2035,357,0.99,966,9,19,2.87,0.8,-2.3,0.9,-1,NA,-0.3,-0.1,-0.6,0.1,0.1,1,-0.8,-0.1,0,0.3,-1.02,-1.26,0.23,-0.61,0.46,2.01,-2.19,0.09,0.69,1.05,-0.43,-0.53,0.12,-1.37,0.1,-0.87,-1.04,NA,NA,0.75,-0.67,2.3,3.3,6.3,6.6,0.4,174,NA,171,217,124,2044,ENSENADA TABOO PLANET-ET,PICSTON SHOTTLE-ET,Inactive,1,6.55,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly assigned to Armour & Company, BCI",1973-12-12,NA,811,4,2008-4
