reg_id,inbreeding
GUUSA000068049222,3.5
BSFRA005455092731,6.19
BSCHE120101460458,4.67
HONLD000583448396,4.42
BSCHE120097723193,3.22
JEZAF000077456721,5.06
AYFIN000000046707,1.81
HOIRL191267120828,3.57
BSFRA002526045095,6.19
HONLD000583448411,4.42
HOCHE120095796106,6.38
AYSWE000000099580,1.13
BSFRA002150580565,3.63
AYFIN000000046921,0.93
AYSWE000000099583,0.87
HONZL000000115745,0.87
AYEST000014217678,3.24
AYDNK000000037325,0.63
JEAUS000A00021090,7.46
AYSWE000000099582,1.1
AYFIN000000046989,2.72
HONZL000000515586,1.55
BSCHE120098239112,9.97
AYFIN000000047125,0.51
BSCHE120097649868,5.4
AYFIN000000046580,2.04
AYDNK000000037327,2.46
BSAUT000632132319,8.14
BSFRA000112034350,3.96
BSDEU000946874132,3.63
AYFIN000000047126,0.41
AYSWE000000099593,2.95
AYFIN000000046754,2.47
AYDNK000000037329,1.02
BSCHE120103734014,5.69
AYFIN000000046757,1.11
AYFIN000000047177,0.94
HODNK000000256147,5.66
AYDNK000000037330,1.01
AYFIN000000046759,0.94
AYDNK000000037331,2.26
JENZL000000514598,1.64
HOCHE120103952579,3.68
AYDNK000000037335,2.41
AYFIN000000046930,0.31
AYNZL000000515631,4.53
AYDNK000000037359,3.57
BSDEU000947578596,0.4
HODNK000000256370,5.03
BSAUT000902441119,5.22
AYDNK000000037361,4.16
HODNK000000256845,4.7
MSUSA000068311868,2.25
BSDEU000815403376,1.99
BSCHE120098999856,2.67
AYAUS000A00021752,0.88
JENZL000000513095,1.22
JENZL000000514677,1.22
BSDEU000947306137,16.97
AYSWE000000099609,1.76
BSITA014990091432,6.3
BSFRA002150580593,3.63
AYDNK000000037365,1.45
JECAN000011867667,2.56
BSFRA002136056129,2.04
BSFRA002136056130,2.04
BSFRA002136056127,2.04
JEUSA000119074718,3.01
BSAUT000095462722,1.32
HOIRL351207921557,2.7
AYSWE000000099612,1.45
AYSWE000000099615,3.86
HOHRV001200244399,2.68
AYNOR000000011538,1.02
AYSWE000000099624,1.54
AYFIN000000046805,0.24
BSFRA004812002321,4.59
HONLD000739922387,1.71
AYSWE000000099623,2.3
AYFIN000000046907,0.1
AYFIN000000047307,0.1
HOFRA004460568990,6.19
AYDEU000120812652,0.79
HOLVA024344410833,2.3
AYDNK000000037380,0.63
AYDNK000000037368,3.57
AYFIN000000046825,0.29
HODNK000000257173,8.73
BSAUT000121058322,4.83
AYFIN000000046821,0.22
JEUSA000119193831,3.78
AYDNK000000037373,1.63
HODEU001304407333,3.46
AYDNK000000037374,1.63
AYFIN000000046822,1.26
AYFIN000000046853,4.34
AYDEU000120744541,0.87
BSDEU000815403403,1.99
AYDEU000120708679,0.83
BSFRA002142762750,5.49
BSFRA001213147032,4.85
BSDEU000947864539,1.73
AYNOR000000011555,0.69
HONLD000871186049,0.99
BSFRA001213029121,5.23
AYSWE000000099632,1.64
AYNOR000000011556,0.08
HOISR000000007928,1.66
AYFIN000000046857,1.8
BSDEU000947586610,2.81
HOISR000000007933,0.87
BSDEU000948262833,3.55
HOIRL151013781626,1.22
AYSWE000000099635,1.28
HOIRL191176041237,1.96
AYDNK000000037393,0.38
HOIRL151587320826,2
BSAUT000259423419,5.6
HOIRL241024291217,0.18
HOIRL141163841352,6.47
HOIRL141163881356,6.79
HOIRL151601621763,0.27
HOIRL211180361755,0.28
HONLD000713493317,3.4
HOIRL191066420995,0.84
HOIRL151013751648,3.71
HOIRL241024281249,0.3
HOIRL191065750923,3.92
HOIRL211346812568,0.57
HOIRL211123860950,0.19
HOIRL191903370822,3.38
HOIRL151430251285,3.7
HOIRL151457191853,0
AYSWE000000099636,4.48
HOIRL351214381176,6.28
HOIRL151457121855,0
HOJPN000000056506,4.65
BSFRA002136056110,5.08
HOIRL141643121201,0
HOISR000000007909,2.39
HOIRL151438951207,4.15
HOIRL191116221676,2.54
HOIRL341460361407,5.67
HOIRL211346862589,0.62
HOIRL141643161205,0
AYSWE000000099662,1.26
AYDEU000120779724,0.65
HOIRL191030451408,0
AYEST000014560798,1.4
HOIRL141848231114,2.06
HOIRL141643161213,0
HOIRL141462531334,3.74
HOIRL151230980774,0.12
AYSWE000000099646,1.23
BSDEU000948261481,3.63
AYFIN000000047725,0.83
HOIRL191574550999,1.49
HOIRL141296641261,2.96
HOIRL211169671152,0.01
HOIRL141790571275,2.55
HOIRL141827852104,2.06
HOLTU000006243497,3.23
MSUSA000068315023,1.94
AYFIN000000046958,1.94
AYFIN000000046840,1.21
HOIRL141728861395,1.43
HOIRL151430211331,2.84
HOIRL131780530887,1.21
HONZL000000114512,2.77
HOIRL151548571432,0.62
HOIRL281381541394,4.52
AYFIN000000046957,0.86
HOIRL141525121267,2.99
HOIRL131641220884,1.33
HOIRL151054061550,0.56
HOIRL351215581684,0.01
AYSWE000000099652,1.28
AYSWE000000099664,2.63
HOIRL221312062506,1.9
BSFRA005244500970,4.27
HOIRL141597051723,3.81
AYFIN000000046898,1.26
AYSWE000081812450,7.11
JEAUS000000669785,3.28
BSCHE120102520588,6.22
AYFIN000000046924,0.94
AYSWE000000099648,3.23
HONLD000873091846,3.02
HOIRL211246540819,0.74
HONZL000000114535,2.03
HONZL000000114569,2.03
AYSWE000000099654,2.27
AYFIN000011230229,0.59
HOIRL151245740837,3.01
AYSWE000000099661,3.77
HOIRL241434581378,1.69
HOIRL141597031746,2.26
HOIRL151536540650,1.94
AYFIN000000046926,0.69
BSFRA000913305313,3.33
JEUSA000118431907,6.31
AYEST000014328381,1.52
AYFIN000000046928,3.86
AYFIN000000046929,1.22
AYEST000015368041,0.84
BSDEU000948381155,1.94
HOIRL141414140713,4.67
HOIRL131641250796,1.64
HOIRL371248741213,0.88
HOIRL151013741548,1.02
